source_global_id,target_global_id,scenario_id,edge_scope,relationship,label,source_diagram,target_diagram
enterprise_v3_0005::DC-CORE-SW-01,enterprise_v3_0005::APP-LB-01,enterprise_v3_0005,cross_diagram,routes_to,HTTPS,datacenter_topology,app_db_topology
enterprise_v3_0005::DC-AGG-SW-01,enterprise_v3_0005::APP-LB-01,enterprise_v3_0005,cross_diagram,routes_to,10G,datacenter_topology,app_db_topology
enterprise_v3_0005::BR-RTR-01,enterprise_v3_0005::DNS-01,enterprise_v3_0005,cross_diagram,depends_on,DNS,branch_topology,shared_services_topology
enterprise_v3_0005::APP-LB-01,enterprise_v3_0005::IAM-01,enterprise_v3_0005,cross_diagram,depends_on,Auth,app_db_topology,shared_services_topology
enterprise_v3_0005::APP-01,enterprise_v3_0005::IAM-01,enterprise_v3_0005,cross_diagram,depends_on,LDAP/IAM,app_db_topology,shared_services_topology
enterprise_v3_0005::APP-01,enterprise_v3_0005::DNS-01,enterprise_v3_0005,cross_diagram,depends_on,DNS,app_db_topology,shared_services_topology
enterprise_v3_0005::DB-MASTER,enterprise_v3_0005::MON-01,enterprise_v3_0005,cross_diagram,depends_on,Monitor,app_db_topology,shared_services_topology
enterprise_v3_0005::BR-RTR-01,enterprise_v3_0005::WAN-PE-01,enterprise_v3_0005,cross_diagram,connected_to,MPLS-L3VPN,branch_topology,wan_topology
enterprise_v3_0005::WAN-MPLS-CORE,enterprise_v3_0005::WAN-MPLS-CORE,enterprise_v3_0005,cross_diagram,shared_entity,same-node,branch_topology,wan_topology
enterprise_v3_0005::WAN-PE-02,enterprise_v3_0005::DC-RTR-01,enterprise_v3_0005,cross_diagram,connected_to,MPLS-L3VPN,wan_topology,datacenter_topology
enterprise_v3_0005::DC-CORE-SW-01,enterprise_v3_0005::DC-CORE-SW-01,enterprise_v3_0005,cross_diagram,shared_entity,same-node,datacenter_topology,app_db_topology
enterprise_v3_0005::DC-CORE-SW-01,enterprise_v3_0005::APP-LB-01,enterprise_v3_0005,cross_diagram,routes_to,HTTPS,datacenter_topology,app_db_topology
enterprise_v3_0005::DC-AGG-SW-01,enterprise_v3_0005::APP-LB-01,enterprise_v3_0005,cross_diagram,routes_to,10G,datacenter_topology,app_db_topology
enterprise_v3_0005::BR-RTR-01,enterprise_v3_0005::DNS-01,enterprise_v3_0005,cross_diagram,depends_on,DNS,branch_topology,shared_services_topology
enterprise_v3_0005::APP-LB-01,enterprise_v3_0005::IAM-01,enterprise_v3_0005,cross_diagram,depends_on,Auth,app_db_topology,shared_services_topology
enterprise_v3_0005::APP-01,enterprise_v3_0005::IAM-01,enterprise_v3_0005,cross_diagram,depends_on,LDAP/IAM,app_db_topology,shared_services_topology
enterprise_v3_0005::APP-01,enterprise_v3_0005::DNS-01,enterprise_v3_0005,cross_diagram,depends_on,DNS,app_db_topology,shared_services_topology
enterprise_v3_0005::DB-MASTER,enterprise_v3_0005::MON-01,enterprise_v3_0005,cross_diagram,depends_on,Monitor,app_db_topology,shared_services_topology
enterprise_v3_0006::WAN-MPLS-CORE,enterprise_v3_0006::BR-RTR-01,enterprise_v3_0006,local,wan_dependency,MPLS,branch_topology,branch_topology
enterprise_v3_0006::BR-RTR-01,enterprise_v3_0006::BR-FW-01,enterprise_v3_0006,local,routes_to,VPN,branch_topology,branch_topology
enterprise_v3_0006::BR-FW-01,enterprise_v3_0006::BR-SW-01,enterprise_v3_0006,local,secured_by,LAN,branch_topology,branch_topology
enterprise_v3_0006::BR-SW-01,enterprise_v3_0006::BR-APP-01,enterprise_v3_0006,local,serves,HTTPS,branch_topology,branch_topology
enterprise_v3_0006::BR-SW-01,enterprise_v3_0006::BR-WRK-01,enterprise_v3_0006,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0006::BR-SW-01,enterprise_v3_0006::BR-WRK-02,enterprise_v3_0006,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0006::BR-SW-01,enterprise_v3_0006::BR-WRK-03,enterprise_v3_0006,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0006::WAN-ISP-01,enterprise_v3_0006::WAN-MPLS-CORE,enterprise_v3_0006,local,routes_to,BGP,wan_topology,wan_topology
enterprise_v3_0006::WAN-ISP-02,enterprise_v3_0006::WAN-MPLS-CORE,enterprise_v3_0006,local,routes_to,BGP,wan_topology,wan_topology
enterprise_v3_0006::WAN-MPLS-CORE,enterprise_v3_0006::WAN-PE-01,enterprise_v3_0006,local,routes_to,MPLS,wan_topology,wan_topology
enterprise_v3_0006::WAN-MPLS-CORE,enterprise_v3_0006::WAN-PE-02,enterprise_v3_0006,local,routes_to,MPLS,wan_topology,wan_topology
enterprise_v3_0006::WAN-PE-01,enterprise_v3_0006::BR-RTR-01,enterprise_v3_0006,local,connected_to,L3VPN,wan_topology,wan_topology
enterprise_v3_0006::WAN-PE-02,enterprise_v3_0006::DC-RTR-01,enterprise_v3_0006,local,connected_to,L3VPN,wan_topology,wan_topology
enterprise_v3_0006::DC-RTR-01,enterprise_v3_0006::DC-FW-01,enterprise_v3_0006,local,routes_to,DC Edge,wan_topology,wan_topology
enterprise_v3_0006::DC-RTR-01,enterprise_v3_0006::DC-FW-01,enterprise_v3_0006,local,routes_to,MPLS,datacenter_topology,datacenter_topology
enterprise_v3_0006::DC-RTR-01,enterprise_v3_0006::DC-FW-02,enterprise_v3_0006,local,routes_to,Backup,datacenter_topology,datacenter_topology
enterprise_v3_0006::DC-FW-01,enterprise_v3_0006::DC-CORE-SW-01,enterprise_v3_0006,local,secured_by,DMZ,datacenter_topology,datacenter_topology
enterprise_v3_0006::DC-FW-02,enterprise_v3_0006::DC-CORE-SW-02,enterprise_v3_0006,local,secured_by,VPN,datacenter_topology,datacenter_topology
enterprise_v3_0006::DC-CORE-SW-01,enterprise_v3_0006::DC-AGG-SW-01,enterprise_v3_0006,local,connected_to,10G,datacenter_topology,datacenter_topology
enterprise_v3_0006::DC-CORE-SW-02,enterprise_v3_0006::DC-AGG-SW-01,enterprise_v3_0006,local,connected_to,10G,datacenter_topology,datacenter_topology
enterprise_v3_0006::DC-AGG-SW-01,enterprise_v3_0006::DC-SRV-01,enterprise_v3_0006,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0006::DC-AGG-SW-01,enterprise_v3_0006::DC-SRV-02,enterprise_v3_0006,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0006::DC-AGG-SW-01,enterprise_v3_0006::DC-SRV-03,enterprise_v3_0006,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0006::DC-AGG-SW-01,enterprise_v3_0006::DC-SRV-04,enterprise_v3_0006,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0006::DC-CORE-SW-01,enterprise_v3_0006::APP-LB-01,enterprise_v3_0006,local,routes_to,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0006::DC-AGG-SW-01,enterprise_v3_0006::APP-LB-01,enterprise_v3_0006,local,routes_to,10G,app_db_topology,app_db_topology
enterprise_v3_0006::APP-LB-01,enterprise_v3_0006::APP-01,enterprise_v3_0006,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0006::APP-01,enterprise_v3_0006::DB-MASTER,enterprise_v3_0006,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0006::APP-01,enterprise_v3_0006::DB-CACHE-01,enterprise_v3_0006,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0006::APP-01,enterprise_v3_0006::SERVICE-API-01,enterprise_v3_0006,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0006::APP-LB-01,enterprise_v3_0006::APP-02,enterprise_v3_0006,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0006::APP-02,enterprise_v3_0006::DB-MASTER,enterprise_v3_0006,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0006::APP-02,enterprise_v3_0006::DB-CACHE-01,enterprise_v3_0006,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0006::APP-02,enterprise_v3_0006::SERVICE-API-01,enterprise_v3_0006,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0006::APP-LB-01,enterprise_v3_0006::APP-03,enterprise_v3_0006,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0006::APP-03,enterprise_v3_0006::DB-MASTER,enterprise_v3_0006,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0006::APP-03,enterprise_v3_0006::DB-CACHE-01,enterprise_v3_0006,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0006::APP-03,enterprise_v3_0006::SERVICE-API-01,enterprise_v3_0006,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0006::SERVICE-API-01,enterprise_v3_0006::IAM-01,enterprise_v3_0006,local,depends_on,LDAP/IAM,app_db_topology,app_db_topology
enterprise_v3_0006::APP-01,enterprise_v3_0006::DNS-01,enterprise_v3_0006,local,depends_on,DNS,app_db_topology,app_db_topology
enterprise_v3_0006::DB-MASTER,enterprise_v3_0006::DB-REPLICA-01,enterprise_v3_0006,local,connected_to,DB Link,app_db_topology,app_db_topology
enterprise_v3_0006::DB-MASTER,enterprise_v3_0006::DB-REPLICA-02,enterprise_v3_0006,local,connected_to,DB Link,app_db_topology,app_db_topology
enterprise_v3_0006::AD-01,enterprise_v3_0006::IAM-01,enterprise_v3_0006,local,connected_to,LDAP,shared_services_topology,shared_services_topology
enterprise_v3_0006::IAM-01,enterprise_v3_0006::MON-01,enterprise_v3_0006,local,monitored_by,API,shared_services_topology,shared_services_topology
enterprise_v3_0006::DNS-01,enterprise_v3_0006::NTP-01,enterprise_v3_0006,local,connected_to,NTP,shared_services_topology,shared_services_topology
enterprise_v3_0006::MON-01,enterprise_v3_0006::SYSLOG-01,enterprise_v3_0006,local,depends_on,Syslog,shared_services_topology,shared_services_topology
enterprise_v3_0006::APP-01,enterprise_v3_0006::IAM-01,enterprise_v3_0006,local,depends_on,OAuth,shared_services_topology,shared_services_topology
enterprise_v3_0006::BR-APP-01,enterprise_v3_0006::DNS-01,enterprise_v3_0006,local,depends_on,DNS,shared_services_topology,shared_services_topology
enterprise_v3_0006::BR-RTR-01,enterprise_v3_0006::WAN-PE-01,enterprise_v3_0006,cross_diagram,connected_to,MPLS-L3VPN,branch_topology,wan_topology
enterprise_v3_0006::WAN-MPLS-CORE,enterprise_v3_0006::WAN-MPLS-CORE,enterprise_v3_0006,cross_diagram,shared_entity,same-node,branch_topology,wan_topology
enterprise_v3_0006::WAN-PE-02,enterprise_v3_0006::DC-RTR-01,enterprise_v3_0006,cross_diagram,connected_to,MPLS-L3VPN,wan_topology,datacenter_topology
enterprise_v3_0006::DC-CORE-SW-01,enterprise_v3_0006::DC-CORE-SW-01,enterprise_v3_0006,cross_diagram,shared_entity,same-node,datacenter_topology,app_db_topology
enterprise_v3_0006::DC-CORE-SW-01,enterprise_v3_0006::APP-LB-01,enterprise_v3_0006,cross_diagram,routes_to,HTTPS,datacenter_topology,app_db_topology
enterprise_v3_0006::DC-AGG-SW-01,enterprise_v3_0006::APP-LB-01,enterprise_v3_0006,cross_diagram,routes_to,10G,datacenter_topology,app_db_topology
enterprise_v3_0006::BR-RTR-01,enterprise_v3_0006::DNS-01,enterprise_v3_0006,cross_diagram,depends_on,DNS,branch_topology,shared_services_topology
enterprise_v3_0006::APP-LB-01,enterprise_v3_0006::IAM-01,enterprise_v3_0006,cross_diagram,depends_on,Auth,app_db_topology,shared_services_topology
enterprise_v3_0006::APP-01,enterprise_v3_0006::IAM-01,enterprise_v3_0006,cross_diagram,depends_on,LDAP/IAM,app_db_topology,shared_services_topology
enterprise_v3_0006::APP-01,enterprise_v3_0006::DNS-01,enterprise_v3_0006,cross_diagram,depends_on,DNS,app_db_topology,shared_services_topology
enterprise_v3_0006::DB-MASTER,enterprise_v3_0006::MON-01,enterprise_v3_0006,cross_diagram,depends_on,Monitor,app_db_topology,shared_services_topology
enterprise_v3_0006::BR-RTR-01,enterprise_v3_0006::WAN-PE-01,enterprise_v3_0006,cross_diagram,connected_to,MPLS-L3VPN,branch_topology,wan_topology
enterprise_v3_0006::WAN-MPLS-CORE,enterprise_v3_0006::WAN-MPLS-CORE,enterprise_v3_0006,cross_diagram,shared_entity,same-node,branch_topology,wan_topology
enterprise_v3_0006::WAN-PE-02,enterprise_v3_0006::DC-RTR-01,enterprise_v3_0006,cross_diagram,connected_to,MPLS-L3VPN,wan_topology,datacenter_topology
enterprise_v3_0006::DC-CORE-SW-01,enterprise_v3_0006::DC-CORE-SW-01,enterprise_v3_0006,cross_diagram,shared_entity,same-node,datacenter_topology,app_db_topology
enterprise_v3_0006::DC-CORE-SW-01,enterprise_v3_0006::APP-LB-01,enterprise_v3_0006,cross_diagram,routes_to,HTTPS,datacenter_topology,app_db_topology
enterprise_v3_0006::DC-AGG-SW-01,enterprise_v3_0006::APP-LB-01,enterprise_v3_0006,cross_diagram,routes_to,10G,datacenter_topology,app_db_topology
enterprise_v3_0006::BR-RTR-01,enterprise_v3_0006::DNS-01,enterprise_v3_0006,cross_diagram,depends_on,DNS,branch_topology,shared_services_topology
enterprise_v3_0006::APP-LB-01,enterprise_v3_0006::IAM-01,enterprise_v3_0006,cross_diagram,depends_on,Auth,app_db_topology,shared_services_topology
enterprise_v3_0006::APP-01,enterprise_v3_0006::IAM-01,enterprise_v3_0006,cross_diagram,depends_on,LDAP/IAM,app_db_topology,shared_services_topology
enterprise_v3_0006::APP-01,enterprise_v3_0006::DNS-01,enterprise_v3_0006,cross_diagram,depends_on,DNS,app_db_topology,shared_services_topology
enterprise_v3_0006::DB-MASTER,enterprise_v3_0006::MON-01,enterprise_v3_0006,cross_diagram,depends_on,Monitor,app_db_topology,shared_services_topology
enterprise_v3_0007::BR-RTR-01,enterprise_v3_0007::BR-FW-01,enterprise_v3_0007,local,routes_to,VPN,branch_topology,branch_topology
enterprise_v3_0007::BR-FW-01,enterprise_v3_0007::BR-SW-01,enterprise_v3_0007,local,secured_by,LAN,branch_topology,branch_topology
enterprise_v3_0007::BR-SW-01,enterprise_v3_0007::BR-APP-01,enterprise_v3_0007,local,serves,HTTPS,branch_topology,branch_topology
enterprise_v3_0007::BR-SW-01,enterprise_v3_0007::BR-WRK-01,enterprise_v3_0007,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0007::BR-SW-01,enterprise_v3_0007::BR-WRK-02,enterprise_v3_0007,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0007::BR-SW-01,enterprise_v3_0007::BR-WRK-03,enterprise_v3_0007,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0007::DC-RTR-01,enterprise_v3_0007::DC-FW-01,enterprise_v3_0007,local,routes_to,MPLS,datacenter_topology,datacenter_topology
enterprise_v3_0007::DC-RTR-01,enterprise_v3_0007::DC-FW-02,enterprise_v3_0007,local,routes_to,Backup,datacenter_topology,datacenter_topology
enterprise_v3_0007::DC-FW-01,enterprise_v3_0007::DC-CORE-SW-01,enterprise_v3_0007,local,secured_by,DMZ,datacenter_topology,datacenter_topology
enterprise_v3_0007::DC-FW-02,enterprise_v3_0007::DC-CORE-SW-02,enterprise_v3_0007,local,secured_by,VPN,datacenter_topology,datacenter_topology
enterprise_v3_0007::DC-CORE-SW-01,enterprise_v3_0007::DC-AGG-SW-01,enterprise_v3_0007,local,connected_to,10G,datacenter_topology,datacenter_topology
enterprise_v3_0007::DC-CORE-SW-02,enterprise_v3_0007::DC-AGG-SW-01,enterprise_v3_0007,local,connected_to,10G,datacenter_topology,datacenter_topology
enterprise_v3_0007::DC-AGG-SW-01,enterprise_v3_0007::DC-SRV-01,enterprise_v3_0007,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0007::DC-AGG-SW-01,enterprise_v3_0007::DC-SRV-02,enterprise_v3_0007,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0007::DC-AGG-SW-01,enterprise_v3_0007::DC-SRV-03,enterprise_v3_0007,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0007::DC-CORE-SW-01,enterprise_v3_0007::APP-LB-01,enterprise_v3_0007,local,routes_to,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0007::DC-AGG-SW-01,enterprise_v3_0007::APP-LB-01,enterprise_v3_0007,local,routes_to,10G,app_db_topology,app_db_topology
enterprise_v3_0007::APP-LB-01,enterprise_v3_0007::APP-01,enterprise_v3_0007,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0007::APP-01,enterprise_v3_0007::DB-MASTER,enterprise_v3_0007,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0007::APP-01,enterprise_v3_0007::DB-CACHE-01,enterprise_v3_0007,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0007::APP-01,enterprise_v3_0007::SERVICE-API-01,enterprise_v3_0007,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0007::APP-LB-01,enterprise_v3_0007::APP-02,enterprise_v3_0007,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0007::APP-02,enterprise_v3_0007::DB-MASTER,enterprise_v3_0007,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0007::APP-02,enterprise_v3_0007::DB-CACHE-01,enterprise_v3_0007,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0007::APP-02,enterprise_v3_0007::SERVICE-API-01,enterprise_v3_0007,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0007::APP-LB-01,enterprise_v3_0007::APP-03,enterprise_v3_0007,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0007::APP-03,enterprise_v3_0007::DB-MASTER,enterprise_v3_0007,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0007::APP-03,enterprise_v3_0007::DB-CACHE-01,enterprise_v3_0007,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0007::APP-03,enterprise_v3_0007::SERVICE-API-01,enterprise_v3_0007,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0007::DB-MASTER,enterprise_v3_0007::DB-REPLICA-01,enterprise_v3_0007,local,connected_to,DB Link,app_db_topology,app_db_topology
enterprise_v3_0007::DC-CORE-SW-01,enterprise_v3_0007::DC-CORE-SW-01,enterprise_v3_0007,cross_diagram,shared_entity,same-node,datacenter_topology,app_db_topology
enterprise_v3_0007::DC-CORE-SW-01,enterprise_v3_0007::APP-LB-01,enterprise_v3_0007,cross_diagram,routes_to,HTTPS,datacenter_topology,app_db_topology
enterprise_v3_0007::DC-AGG-SW-01,enterprise_v3_0007::APP-LB-01,enterprise_v3_0007,cross_diagram,routes_to,10G,datacenter_topology,app_db_topology
enterprise_v3_0007::DC-CORE-SW-01,enterprise_v3_0007::DC-CORE-SW-01,enterprise_v3_0007,cross_diagram,shared_entity,same-node,datacenter_topology,app_db_topology
enterprise_v3_0007::DC-CORE-SW-01,enterprise_v3_0007::APP-LB-01,enterprise_v3_0007,cross_diagram,routes_to,HTTPS,datacenter_topology,app_db_topology
enterprise_v3_0007::DC-AGG-SW-01,enterprise_v3_0007::APP-LB-01,enterprise_v3_0007,cross_diagram,routes_to,10G,datacenter_topology,app_db_topology
enterprise_v3_0008::WAN-MPLS-CORE,enterprise_v3_0008::BR-RTR-01,enterprise_v3_0008,local,wan_dependency,MPLS,branch_topology,branch_topology
enterprise_v3_0008::BR-RTR-01,enterprise_v3_0008::BR-FW-01,enterprise_v3_0008,local,routes_to,VPN,branch_topology,branch_topology
enterprise_v3_0008::BR-FW-01,enterprise_v3_0008::BR-SW-01,enterprise_v3_0008,local,secured_by,LAN,branch_topology,branch_topology
enterprise_v3_0008::BR-SW-01,enterprise_v3_0008::BR-APP-01,enterprise_v3_0008,local,serves,HTTPS,branch_topology,branch_topology
enterprise_v3_0008::BR-SW-01,enterprise_v3_0008::BR-WRK-01,enterprise_v3_0008,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0008::BR-SW-01,enterprise_v3_0008::BR-WRK-02,enterprise_v3_0008,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0008::BR-SW-01,enterprise_v3_0008::BR-WRK-03,enterprise_v3_0008,local,connected_to,Access,branch_topology,branch_topology
enterprise_v3_0008::WAN-ISP-01,enterprise_v3_0008::WAN-MPLS-CORE,enterprise_v3_0008,local,routes_to,BGP,wan_topology,wan_topology
enterprise_v3_0008::WAN-ISP-02,enterprise_v3_0008::WAN-MPLS-CORE,enterprise_v3_0008,local,routes_to,BGP,wan_topology,wan_topology
enterprise_v3_0008::WAN-MPLS-CORE,enterprise_v3_0008::WAN-PE-01,enterprise_v3_0008,local,routes_to,MPLS,wan_topology,wan_topology
enterprise_v3_0008::WAN-MPLS-CORE,enterprise_v3_0008::WAN-PE-02,enterprise_v3_0008,local,routes_to,MPLS,wan_topology,wan_topology
enterprise_v3_0008::WAN-PE-01,enterprise_v3_0008::BR-RTR-01,enterprise_v3_0008,local,connected_to,L3VPN,wan_topology,wan_topology
enterprise_v3_0008::WAN-PE-02,enterprise_v3_0008::DC-RTR-01,enterprise_v3_0008,local,connected_to,L3VPN,wan_topology,wan_topology
enterprise_v3_0008::DC-RTR-01,enterprise_v3_0008::DC-FW-01,enterprise_v3_0008,local,routes_to,DC Edge,wan_topology,wan_topology
enterprise_v3_0008::DC-RTR-01,enterprise_v3_0008::DC-FW-01,enterprise_v3_0008,local,routes_to,MPLS,datacenter_topology,datacenter_topology
enterprise_v3_0008::DC-RTR-01,enterprise_v3_0008::DC-FW-02,enterprise_v3_0008,local,routes_to,Backup,datacenter_topology,datacenter_topology
enterprise_v3_0008::DC-FW-01,enterprise_v3_0008::DC-CORE-SW-01,enterprise_v3_0008,local,secured_by,DMZ,datacenter_topology,datacenter_topology
enterprise_v3_0008::DC-FW-02,enterprise_v3_0008::DC-CORE-SW-02,enterprise_v3_0008,local,secured_by,VPN,datacenter_topology,datacenter_topology
enterprise_v3_0008::DC-CORE-SW-01,enterprise_v3_0008::DC-AGG-SW-01,enterprise_v3_0008,local,connected_to,10G,datacenter_topology,datacenter_topology
enterprise_v3_0008::DC-CORE-SW-02,enterprise_v3_0008::DC-AGG-SW-01,enterprise_v3_0008,local,connected_to,10G,datacenter_topology,datacenter_topology
enterprise_v3_0008::DC-AGG-SW-01,enterprise_v3_0008::DC-SRV-01,enterprise_v3_0008,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0008::DC-AGG-SW-01,enterprise_v3_0008::DC-SRV-02,enterprise_v3_0008,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0008::DC-AGG-SW-01,enterprise_v3_0008::DC-SRV-03,enterprise_v3_0008,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0008::DC-AGG-SW-01,enterprise_v3_0008::DC-SRV-04,enterprise_v3_0008,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0008::DC-AGG-SW-01,enterprise_v3_0008::DC-SRV-05,enterprise_v3_0008,local,connected_to,VLAN,datacenter_topology,datacenter_topology
enterprise_v3_0008::DC-CORE-SW-01,enterprise_v3_0008::APP-LB-01,enterprise_v3_0008,local,routes_to,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0008::DC-AGG-SW-01,enterprise_v3_0008::APP-LB-01,enterprise_v3_0008,local,routes_to,10G,app_db_topology,app_db_topology
enterprise_v3_0008::APP-LB-01,enterprise_v3_0008::APP-01,enterprise_v3_0008,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0008::APP-01,enterprise_v3_0008::DB-MASTER,enterprise_v3_0008,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0008::APP-01,enterprise_v3_0008::DB-CACHE-01,enterprise_v3_0008,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0008::APP-01,enterprise_v3_0008::SERVICE-API-01,enterprise_v3_0008,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0008::APP-LB-01,enterprise_v3_0008::APP-02,enterprise_v3_0008,local,serves,HTTPS,app_db_topology,app_db_topology
enterprise_v3_0008::APP-02,enterprise_v3_0008::DB-MASTER,enterprise_v3_0008,local,depends_on,JDBC,app_db_topology,app_db_topology
enterprise_v3_0008::APP-02,enterprise_v3_0008::DB-CACHE-01,enterprise_v3_0008,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0008::APP-02,enterprise_v3_0008::SERVICE-API-01,enterprise_v3_0008,local,depends_on,API,app_db_topology,app_db_topology
enterprise_v3_0008::SERVICE-API-01,enterprise_v3_0008::IAM-01,enterprise_v3_0008,local,depends_on,LDAP/IAM,app_db_topology,app_db_topology
enterprise_v3_0008::APP-01,enterprise_v3_0008::DNS-01,enterprise_v3_0008,local,depends_on,DNS,app_db_topology,app_db_topology
enterprise_v3_0008::DB-MASTER,enterprise_v3_0008::DB-REPLICA-01,enterprise_v3_0008,local,connected_to,DB Link,app_db_topology,app_db_topology
enterprise_v3_0008::DB-MASTER,enterprise_v3_0008::DB-REPLICA-02,enterprise_v3_0008,local,connected_to,DB Link,app_db_topology,app_db_topology
enterprise_v3_0008::AD-01,enterprise_v3_0008::IAM-01,enterprise_v3_0008,local,connected_to,LDAP,shared_services_topology,shared_services_topology
enterprise_v3_0008::IAM-01,enterprise_v3_0008::MON-01,enterprise_v3_0008,local,monitored_by,API,shared_services_topology,shared_services_topology
enterprise_v3_0008::DNS-01,enterprise_v3_0008::NTP-01,enterprise_v3_0008,local,connected_to,NTP,shared_services_topology,shared_services_topology
enterprise_v3_0008::MON-01,enterprise_v3_0008::SYSLOG-01,enterprise_v3_0008,local,depends_on,Syslog,shared_services_topology,shared_services_topology
enterprise_v3_0008::APP-01,enterprise_v3_0008::IAM-01,enterprise_v3_0008,local,depends_on,OAuth,shared_services_topology,shared_services_topology
enterprise_v3_0008::BR-APP-01,enterprise_v3_0008::DNS-01,enterprise_v3_0008,local,depends_on,DNS,shared_services_topology,shared_services_topology
enterprise_v3_0008::BR-RTR-01,enterprise_v3_0008::WAN-PE-01,enterprise_v3_0008,cross_diagram,connected_to,MPLS-L3VPN,branch_topology,wan_topology
enterprise_v3_0008::WAN-MPLS-CORE,enterprise_v3_0008::WAN-MPLS-CORE,enterprise_v3_0008,cross_diagram,shared_entity,same-node,branch_topology,wan_topology
enterprise_v3_0008::WAN-PE-02,enterprise_v3_0008::DC-RTR-01,enterprise_v3_0008,cross_diagram,connected_to,MPLS-L3VPN,wan_topology,datacenter_topology
enterprise_v3_0008::DC-CORE-SW-01,enterprise_v3_0008::DC-CORE-SW-01,enterprise_v3_0008,cross_diagram,shared_entity,same-node,datacenter_topology,app_db_topology
enterprise_v3_0008::DC-CORE-SW-01,enterprise_v3_0008::APP-LB-01,enterprise_v3_0008,cross_diagram,routes_to,HTTPS,datacenter_topology,app_db_topology
enterprise_v3_0008::DC-AGG-SW-01,enterprise_v3_0008::APP-LB-01,enterprise_v3_0008,cross_diagram,routes_to,10G,datacenter_topology,app_db_topology
enterprise_v3_0008::BR-RTR-01,enterprise_v3_0008::DNS-01,enterprise_v3_0008,cross_diagram,depends_on,DNS,branch_topology,shared_services_topology
enterprise_v3_0008::APP-LB-01,enterprise_v3_0008::IAM-01,enterprise_v3_0008,cross_diagram,depends_on,Auth,app_db_topology,shared_services_topology
enterprise_v3_0008::APP-01,enterprise_v3_0008::IAM-01,enterprise_v3_0008,cross_diagram,depends_on,LDAP/IAM,app_db_topology,shared_services_topology
enterprise_v3_0008::APP-01,enterprise_v3_0008::DNS-01,enterprise_v3_0008,cross_diagram,depends_on,DNS,app_db_topology,shared_services_topology
