global_node_id,scenario_id,split,node_id,type,diagram_id,diagram_type,canonical_id,is_shared_entity,ip_address,zone
enterprise_v3_0014::DB-CACHE-01,enterprise_v3_0014,train,DB-CACHE-01,server,app_db_topology,app_db,DB-CACHE-01,False,10.214.1.7,DB Tier
enterprise_v3_0014::DB-REPLICA-01,enterprise_v3_0014,train,DB-REPLICA-01,database,app_db_topology,app_db,DB-REPLICA-01,False,10.214.1.8,DB Tier
enterprise_v3_0014::DB-REPLICA-02,enterprise_v3_0014,train,DB-REPLICA-02,database,app_db_topology,app_db,DB-REPLICA-02,False,10.214.1.9,DB Tier
enterprise_v3_0014::IAM-01,enterprise_v3_0014,train,IAM-01,service,app_db_topology,app_db,IAM-01,True,,Shared Services
enterprise_v3_0014::DNS-01,enterprise_v3_0014,train,DNS-01,service,app_db_topology,app_db,DNS-01,True,,Shared Services
enterprise_v3_0014::AD-01,enterprise_v3_0014,train,AD-01,service,shared_services_topology,shared_services,AD-01,False,10.255.0.1,Identity
enterprise_v3_0014::NTP-01,enterprise_v3_0014,train,NTP-01,service,shared_services_topology,shared_services,NTP-01,False,10.255.0.4,DNS/NTP
enterprise_v3_0014::MON-01,enterprise_v3_0014,train,MON-01,service,shared_services_topology,shared_services,MON-01,False,10.255.0.5,Monitoring
enterprise_v3_0014::SYSLOG-01,enterprise_v3_0014,train,SYSLOG-01,server,shared_services_topology,shared_services,SYSLOG-01,False,10.255.0.6,Logging
enterprise_v3_0015::BR-RTR-01,enterprise_v3_0015,train,BR-RTR-01,router,branch_topology,branch,BR-RTR-01,True,10.15.1.1,Branch Edge
enterprise_v3_0015::BR-FW-01,enterprise_v3_0015,train,BR-FW-01,firewall,branch_topology,branch,BR-FW-01,False,10.15.1.2,Branch Edge
enterprise_v3_0015::BR-SW-01,enterprise_v3_0015,train,BR-SW-01,switch,branch_topology,branch,BR-SW-01,False,10.15.1.3,Branch LAN
enterprise_v3_0015::BR-APP-01,enterprise_v3_0015,train,BR-APP-01,server,branch_topology,branch,BR-APP-01,True,10.15.1.4,Branch Apps
enterprise_v3_0015::BR-WRK-01,enterprise_v3_0015,train,BR-WRK-01,server,branch_topology,branch,BR-WRK-01,False,10.15.1.5,Branch LAN
enterprise_v3_0015::BR-WRK-02,enterprise_v3_0015,train,BR-WRK-02,server,branch_topology,branch,BR-WRK-02,False,10.15.1.6,Branch LAN
enterprise_v3_0015::BR-WRK-03,enterprise_v3_0015,train,BR-WRK-03,server,branch_topology,branch,BR-WRK-03,False,10.15.1.7,Branch LAN
enterprise_v3_0015::WAN-MPLS-CORE,enterprise_v3_0015,train,WAN-MPLS-CORE,cloud_or_wan,branch_topology,branch,WAN-MPLS-CORE,True,,WAN
enterprise_v3_0015::WAN-ISP-01,enterprise_v3_0015,train,WAN-ISP-01,cloud_or_wan,wan_topology,wan,WAN-ISP-01,False,172.16.15.1,Internet/ISP
enterprise_v3_0015::WAN-ISP-02,enterprise_v3_0015,train,WAN-ISP-02,cloud_or_wan,wan_topology,wan,WAN-ISP-02,False,172.16.15.2,Internet/ISP
enterprise_v3_0015::WAN-PE-01,enterprise_v3_0015,train,WAN-PE-01,router,wan_topology,wan,WAN-PE-01,False,172.16.15.4,WAN PE
enterprise_v3_0015::WAN-PE-02,enterprise_v3_0015,train,WAN-PE-02,router,wan_topology,wan,WAN-PE-02,False,172.16.15.5,WAN PE
enterprise_v3_0015::DC-RTR-01,enterprise_v3_0015,train,DC-RTR-01,router,wan_topology,wan,DC-RTR-01,True,,DC Edge
enterprise_v3_0015::DC-FW-01,enterprise_v3_0015,train,DC-FW-01,firewall,wan_topology,wan,DC-FW-01,True,,DC Edge
enterprise_v3_0015::DC-FW-02,enterprise_v3_0015,train,DC-FW-02,firewall,datacenter_topology,datacenter,DC-FW-02,False,10.115.1.2,DC Edge
enterprise_v3_0015::DC-CORE-SW-01,enterprise_v3_0015,train,DC-CORE-SW-01,switch,datacenter_topology,datacenter,DC-CORE-SW-01,False,10.115.1.4,DC Core
enterprise_v3_0015::DC-CORE-SW-02,enterprise_v3_0015,train,DC-CORE-SW-02,switch,datacenter_topology,datacenter,DC-CORE-SW-02,False,10.115.1.5,DC Core
enterprise_v3_0015::DC-AGG-SW-01,enterprise_v3_0015,train,DC-AGG-SW-01,switch,datacenter_topology,datacenter,DC-AGG-SW-01,True,10.115.1.6,DC Aggregation
enterprise_v3_0015::DC-SRV-01,enterprise_v3_0015,train,DC-SRV-01,server,datacenter_topology,datacenter,DC-SRV-01,False,10.115.1.7,DC Compute
enterprise_v3_0015::DC-SRV-02,enterprise_v3_0015,train,DC-SRV-02,server,datacenter_topology,datacenter,DC-SRV-02,False,10.115.1.8,DC Compute
enterprise_v3_0015::DC-SRV-03,enterprise_v3_0015,train,DC-SRV-03,server,datacenter_topology,datacenter,DC-SRV-03,False,10.115.1.9,DC Compute
enterprise_v3_0015::DC-SRV-04,enterprise_v3_0015,train,DC-SRV-04,server,datacenter_topology,datacenter,DC-SRV-04,False,10.115.1.10,DC Compute
enterprise_v3_0015::DC-SRV-05,enterprise_v3_0015,train,DC-SRV-05,server,datacenter_topology,datacenter,DC-SRV-05,False,10.115.1.11,DC Compute
enterprise_v3_0015::AD-01,enterprise_v3_0015,train,AD-01,service,shared_services_topology,shared_services,AD-01,False,10.255.0.1,Identity
enterprise_v3_0015::IAM-01,enterprise_v3_0015,train,IAM-01,service,shared_services_topology,shared_services,IAM-01,False,10.255.0.2,Identity
enterprise_v3_0015::DNS-01,enterprise_v3_0015,train,DNS-01,service,shared_services_topology,shared_services,DNS-01,False,10.255.0.3,DNS/NTP
enterprise_v3_0015::NTP-01,enterprise_v3_0015,train,NTP-01,service,shared_services_topology,shared_services,NTP-01,False,10.255.0.4,DNS/NTP
enterprise_v3_0015::MON-01,enterprise_v3_0015,train,MON-01,service,shared_services_topology,shared_services,MON-01,False,10.255.0.5,Monitoring
enterprise_v3_0015::SYSLOG-01,enterprise_v3_0015,train,SYSLOG-01,server,shared_services_topology,shared_services,SYSLOG-01,False,10.255.0.6,Logging
enterprise_v3_0016::BR-RTR-01,enterprise_v3_0016,train,BR-RTR-01,router,branch_topology,branch,BR-RTR-01,True,10.16.1.1,Branch Edge
enterprise_v3_0016::BR-FW-01,enterprise_v3_0016,train,BR-FW-01,firewall,branch_topology,branch,BR-FW-01,False,10.16.1.2,Branch Edge
enterprise_v3_0016::BR-SW-01,enterprise_v3_0016,train,BR-SW-01,switch,branch_topology,branch,BR-SW-01,False,10.16.1.3,Branch LAN
enterprise_v3_0016::BR-APP-01,enterprise_v3_0016,train,BR-APP-01,server,branch_topology,branch,BR-APP-01,False,10.16.1.4,Branch Apps
enterprise_v3_0016::BR-WRK-01,enterprise_v3_0016,train,BR-WRK-01,server,branch_topology,branch,BR-WRK-01,False,10.16.1.5,Branch LAN
enterprise_v3_0016::BR-WRK-02,enterprise_v3_0016,train,BR-WRK-02,server,branch_topology,branch,BR-WRK-02,False,10.16.1.6,Branch LAN
enterprise_v3_0016::BR-WRK-03,enterprise_v3_0016,train,BR-WRK-03,server,branch_topology,branch,BR-WRK-03,False,10.16.1.7,Branch LAN
enterprise_v3_0016::BR-WRK-04,enterprise_v3_0016,train,BR-WRK-04,server,branch_topology,branch,BR-WRK-04,False,10.16.1.8,Branch LAN
enterprise_v3_0016::WAN-MPLS-CORE,enterprise_v3_0016,train,WAN-MPLS-CORE,cloud_or_wan,branch_topology,branch,WAN-MPLS-CORE,True,,WAN
enterprise_v3_0016::WAN-ISP-01,enterprise_v3_0016,train,WAN-ISP-01,cloud_or_wan,wan_topology,wan,WAN-ISP-01,False,172.16.16.1,Internet/ISP
enterprise_v3_0016::WAN-ISP-02,enterprise_v3_0016,train,WAN-ISP-02,cloud_or_wan,wan_topology,wan,WAN-ISP-02,False,172.16.16.2,Internet/ISP
enterprise_v3_0016::WAN-PE-01,enterprise_v3_0016,train,WAN-PE-01,router,wan_topology,wan,WAN-PE-01,False,172.16.16.4,WAN PE
enterprise_v3_0016::WAN-PE-02,enterprise_v3_0016,train,WAN-PE-02,router,wan_topology,wan,WAN-PE-02,False,172.16.16.5,WAN PE
enterprise_v3_0016::DC-RTR-01,enterprise_v3_0016,train,DC-RTR-01,router,wan_topology,wan,DC-RTR-01,True,,DC Edge
enterprise_v3_0016::DC-FW-01,enterprise_v3_0016,train,DC-FW-01,firewall,wan_topology,wan,DC-FW-01,True,,DC Edge
enterprise_v3_0016::DC-FW-02,enterprise_v3_0016,train,DC-FW-02,firewall,datacenter_topology,datacenter,DC-FW-02,False,10.116.1.2,DC Edge
enterprise_v3_0016::DC-CORE-SW-01,enterprise_v3_0016,train,DC-CORE-SW-01,switch,datacenter_topology,datacenter,DC-CORE-SW-01,False,10.116.1.4,DC Core
enterprise_v3_0016::DC-CORE-SW-02,enterprise_v3_0016,train,DC-CORE-SW-02,switch,datacenter_topology,datacenter,DC-CORE-SW-02,False,10.116.1.5,DC Core
enterprise_v3_0016::DC-AGG-SW-01,enterprise_v3_0016,train,DC-AGG-SW-01,switch,datacenter_topology,datacenter,DC-AGG-SW-01,True,10.116.1.6,DC Aggregation
enterprise_v3_0016::DC-SRV-01,enterprise_v3_0016,train,DC-SRV-01,server,datacenter_topology,datacenter,DC-SRV-01,False,10.116.1.7,DC Compute
enterprise_v3_0016::DC-SRV-02,enterprise_v3_0016,train,DC-SRV-02,server,datacenter_topology,datacenter,DC-SRV-02,False,10.116.1.8,DC Compute
enterprise_v3_0016::DC-SRV-03,enterprise_v3_0016,train,DC-SRV-03,server,datacenter_topology,datacenter,DC-SRV-03,False,10.116.1.9,DC Compute
enterprise_v3_0016::DC-SRV-04,enterprise_v3_0016,train,DC-SRV-04,server,datacenter_topology,datacenter,DC-SRV-04,False,10.116.1.10,DC Compute
enterprise_v3_0016::DC-SRV-05,enterprise_v3_0016,train,DC-SRV-05,server,datacenter_topology,datacenter,DC-SRV-05,False,10.116.1.11,DC Compute
enterprise_v3_0017::WAN-ISP-01,enterprise_v3_0017,train,WAN-ISP-01,cloud_or_wan,wan_topology,wan,WAN-ISP-01,False,172.16.17.1,Internet/ISP
enterprise_v3_0017::WAN-ISP-02,enterprise_v3_0017,train,WAN-ISP-02,cloud_or_wan,wan_topology,wan,WAN-ISP-02,False,172.16.17.2,Internet/ISP
enterprise_v3_0017::WAN-MPLS-CORE,enterprise_v3_0017,train,WAN-MPLS-CORE,cloud_or_wan,wan_topology,wan,WAN-MPLS-CORE,False,172.16.17.3,WAN Core
enterprise_v3_0017::WAN-PE-01,enterprise_v3_0017,train,WAN-PE-01,router,wan_topology,wan,WAN-PE-01,False,172.16.17.4,WAN PE
enterprise_v3_0017::WAN-PE-02,enterprise_v3_0017,train,WAN-PE-02,router,wan_topology,wan,WAN-PE-02,False,172.16.17.5,WAN PE
enterprise_v3_0017::DC-RTR-01,enterprise_v3_0017,train,DC-RTR-01,router,wan_topology,wan,DC-RTR-01,True,,DC Edge
enterprise_v3_0017::DC-FW-01,enterprise_v3_0017,train,DC-FW-01,firewall,wan_topology,wan,DC-FW-01,True,,DC Edge
enterprise_v3_0017::DC-FW-02,enterprise_v3_0017,train,DC-FW-02,firewall,datacenter_topology,datacenter,DC-FW-02,False,10.117.1.2,DC Edge
enterprise_v3_0017::DC-CORE-SW-01,enterprise_v3_0017,train,DC-CORE-SW-01,switch,datacenter_topology,datacenter,DC-CORE-SW-01,True,10.117.1.4,DC Core
enterprise_v3_0017::DC-CORE-SW-02,enterprise_v3_0017,train,DC-CORE-SW-02,switch,datacenter_topology,datacenter,DC-CORE-SW-02,False,10.117.1.5,DC Core
enterprise_v3_0017::DC-AGG-SW-01,enterprise_v3_0017,train,DC-AGG-SW-01,switch,datacenter_topology,datacenter,DC-AGG-SW-01,True,10.117.1.6,DC Aggregation
enterprise_v3_0017::DC-SRV-01,enterprise_v3_0017,train,DC-SRV-01,server,datacenter_topology,datacenter,DC-SRV-01,False,10.117.1.7,DC Compute
enterprise_v3_0017::DC-SRV-02,enterprise_v3_0017,train,DC-SRV-02,server,datacenter_topology,datacenter,DC-SRV-02,False,10.117.1.8,DC Compute
enterprise_v3_0017::DC-SRV-03,enterprise_v3_0017,train,DC-SRV-03,server,datacenter_topology,datacenter,DC-SRV-03,False,10.117.1.9,DC Compute
enterprise_v3_0017::DC-SRV-04,enterprise_v3_0017,train,DC-SRV-04,server,datacenter_topology,datacenter,DC-SRV-04,False,10.117.1.10,DC Compute
enterprise_v3_0017::DC-SRV-05,enterprise_v3_0017,train,DC-SRV-05,server,datacenter_topology,datacenter,DC-SRV-05,False,10.117.1.11,DC Compute
enterprise_v3_0017::APP-LB-01,enterprise_v3_0017,train,APP-LB-01,load_balancer,app_db_topology,app_db,APP-LB-01,False,10.217.1.2,App Ingress
enterprise_v3_0017::APP-01,enterprise_v3_0017,train,APP-01,server,app_db_topology,app_db,APP-01,False,10.217.1.3,App Tier
enterprise_v3_0017::APP-02,enterprise_v3_0017,train,APP-02,server,app_db_topology,app_db,APP-02,False,10.217.1.4,App Tier
enterprise_v3_0017::SERVICE-API-01,enterprise_v3_0017,train,SERVICE-API-01,service,app_db_topology,app_db,SERVICE-API-01,False,10.217.1.5,App Tier
enterprise_v3_0017::DB-MASTER,enterprise_v3_0017,train,DB-MASTER,database,app_db_topology,app_db,DB-MASTER,False,10.217.1.6,DB Tier
enterprise_v3_0017::DB-CACHE-01,enterprise_v3_0017,train,DB-CACHE-01,server,app_db_topology,app_db,DB-CACHE-01,False,10.217.1.7,DB Tier
enterprise_v3_0017::DB-REPLICA-01,enterprise_v3_0017,train,DB-REPLICA-01,database,app_db_topology,app_db,DB-REPLICA-01,False,10.217.1.8,DB Tier
enterprise_v3_0018::BR-RTR-01,enterprise_v3_0018,train,BR-RTR-01,router,branch_topology,branch,BR-RTR-01,True,10.18.1.1,Branch Edge
enterprise_v3_0018::BR-FW-01,enterprise_v3_0018,train,BR-FW-01,firewall,branch_topology,branch,BR-FW-01,False,10.18.1.2,Branch Edge
enterprise_v3_0018::BR-SW-01,enterprise_v3_0018,train,BR-SW-01,switch,branch_topology,branch,BR-SW-01,False,10.18.1.3,Branch LAN
enterprise_v3_0018::BR-APP-01,enterprise_v3_0018,train,BR-APP-01,server,branch_topology,branch,BR-APP-01,True,10.18.1.4,Branch Apps
enterprise_v3_0018::BR-WRK-01,enterprise_v3_0018,train,BR-WRK-01,server,branch_topology,branch,BR-WRK-01,False,10.18.1.5,Branch LAN
enterprise_v3_0018::BR-WRK-02,enterprise_v3_0018,train,BR-WRK-02,server,branch_topology,branch,BR-WRK-02,False,10.18.1.6,Branch LAN
enterprise_v3_0018::BR-WRK-03,enterprise_v3_0018,train,BR-WRK-03,server,branch_topology,branch,BR-WRK-03,False,10.18.1.7,Branch LAN
enterprise_v3_0018::WAN-MPLS-CORE,enterprise_v3_0018,train,WAN-MPLS-CORE,cloud_or_wan,branch_topology,branch,WAN-MPLS-CORE,True,,WAN
enterprise_v3_0018::WAN-ISP-01,enterprise_v3_0018,train,WAN-ISP-01,cloud_or_wan,wan_topology,wan,WAN-ISP-01,False,172.16.18.1,Internet/ISP
enterprise_v3_0018::WAN-ISP-02,enterprise_v3_0018,train,WAN-ISP-02,cloud_or_wan,wan_topology,wan,WAN-ISP-02,False,172.16.18.2,Internet/ISP
enterprise_v3_0018::WAN-PE-01,enterprise_v3_0018,train,WAN-PE-01,router,wan_topology,wan,WAN-PE-01,False,172.16.18.4,WAN PE
enterprise_v3_0018::WAN-PE-02,enterprise_v3_0018,train,WAN-PE-02,router,wan_topology,wan,WAN-PE-02,False,172.16.18.5,WAN PE
enterprise_v3_0018::DC-RTR-01,enterprise_v3_0018,train,DC-RTR-01,router,wan_topology,wan,DC-RTR-01,True,,DC Edge
enterprise_v3_0018::DC-FW-01,enterprise_v3_0018,train,DC-FW-01,firewall,wan_topology,wan,DC-FW-01,True,,DC Edge
enterprise_v3_0018::DC-FW-02,enterprise_v3_0018,train,DC-FW-02,firewall,datacenter_topology,datacenter,DC-FW-02,False,10.118.1.2,DC Edge
enterprise_v3_0018::DC-CORE-SW-01,enterprise_v3_0018,train,DC-CORE-SW-01,switch,datacenter_topology,datacenter,DC-CORE-SW-01,True,10.118.1.4,DC Core
enterprise_v3_0018::DC-CORE-SW-02,enterprise_v3_0018,train,DC-CORE-SW-02,switch,datacenter_topology,datacenter,DC-CORE-SW-02,False,10.118.1.5,DC Core
enterprise_v3_0018::DC-AGG-SW-01,enterprise_v3_0018,train,DC-AGG-SW-01,switch,datacenter_topology,datacenter,DC-AGG-SW-01,True,10.118.1.6,DC Aggregation
enterprise_v3_0018::DC-SRV-01,enterprise_v3_0018,train,DC-SRV-01,server,datacenter_topology,datacenter,DC-SRV-01,False,10.118.1.7,DC Compute
enterprise_v3_0018::DC-SRV-02,enterprise_v3_0018,train,DC-SRV-02,server,datacenter_topology,datacenter,DC-SRV-02,False,10.118.1.8,DC Compute
enterprise_v3_0018::DC-SRV-03,enterprise_v3_0018,train,DC-SRV-03,server,datacenter_topology,datacenter,DC-SRV-03,False,10.118.1.9,DC Compute
enterprise_v3_0018::DC-SRV-04,enterprise_v3_0018,train,DC-SRV-04,server,datacenter_topology,datacenter,DC-SRV-04,False,10.118.1.10,DC Compute
enterprise_v3_0018::DC-SRV-05,enterprise_v3_0018,train,DC-SRV-05,server,datacenter_topology,datacenter,DC-SRV-05,False,10.118.1.11,DC Compute
enterprise_v3_0018::APP-LB-01,enterprise_v3_0018,train,APP-LB-01,load_balancer,app_db_topology,app_db,APP-LB-01,False,10.218.1.2,App Ingress
enterprise_v3_0018::APP-01,enterprise_v3_0018,train,APP-01,server,app_db_topology,app_db,APP-01,True,10.218.1.3,App Tier
enterprise_v3_0018::APP-02,enterprise_v3_0018,train,APP-02,server,app_db_topology,app_db,APP-02,False,10.218.1.4,App Tier
enterprise_v3_0018::SERVICE-API-01,enterprise_v3_0018,train,SERVICE-API-01,service,app_db_topology,app_db,SERVICE-API-01,False,10.218.1.5,App Tier
enterprise_v3_0018::DB-MASTER,enterprise_v3_0018,train,DB-MASTER,database,app_db_topology,app_db,DB-MASTER,False,10.218.1.6,DB Tier
enterprise_v3_0018::DB-CACHE-01,enterprise_v3_0018,train,DB-CACHE-01,server,app_db_topology,app_db,DB-CACHE-01,False,10.218.1.7,DB Tier
enterprise_v3_0018::DB-REPLICA-01,enterprise_v3_0018,train,DB-REPLICA-01,database,app_db_topology,app_db,DB-REPLICA-01,False,10.218.1.8,DB Tier
enterprise_v3_0018::DB-REPLICA-02,enterprise_v3_0018,train,DB-REPLICA-02,database,app_db_topology,app_db,DB-REPLICA-02,False,10.218.1.9,DB Tier
enterprise_v3_0018::IAM-01,enterprise_v3_0018,train,IAM-01,service,app_db_topology,app_db,IAM-01,True,,Shared Services
enterprise_v3_0018::DNS-01,enterprise_v3_0018,train,DNS-01,service,app_db_topology,app_db,DNS-01,True,,Shared Services
enterprise_v3_0018::AD-01,enterprise_v3_0018,train,AD-01,service,shared_services_topology,shared_services,AD-01,False,10.255.0.1,Identity
enterprise_v3_0018::NTP-01,enterprise_v3_0018,train,NTP-01,service,shared_services_topology,shared_services,NTP-01,False,10.255.0.4,DNS/NTP
enterprise_v3_0018::MON-01,enterprise_v3_0018,train,MON-01,service,shared_services_topology,shared_services,MON-01,False,10.255.0.5,Monitoring
enterprise_v3_0018::SYSLOG-01,enterprise_v3_0018,train,SYSLOG-01,server,shared_services_topology,shared_services,SYSLOG-01,False,10.255.0.6,Logging
enterprise_v3_0019::WAN-ISP-01,enterprise_v3_0019,train,WAN-ISP-01,cloud_or_wan,wan_topology,wan,WAN-ISP-01,False,172.16.19.1,Internet/ISP
enterprise_v3_0019::WAN-ISP-02,enterprise_v3_0019,train,WAN-ISP-02,cloud_or_wan,wan_topology,wan,WAN-ISP-02,False,172.16.19.2,Internet/ISP
enterprise_v3_0019::WAN-MPLS-CORE,enterprise_v3_0019,train,WAN-MPLS-CORE,cloud_or_wan,wan_topology,wan,WAN-MPLS-CORE,False,172.16.19.3,WAN Core
enterprise_v3_0019::WAN-PE-01,enterprise_v3_0019,train,WAN-PE-01,router,wan_topology,wan,WAN-PE-01,False,172.16.19.4,WAN PE
enterprise_v3_0019::WAN-PE-02,enterprise_v3_0019,train,WAN-PE-02,router,wan_topology,wan,WAN-PE-02,False,172.16.19.5,WAN PE
enterprise_v3_0019::DC-RTR-01,enterprise_v3_0019,train,DC-RTR-01,router,wan_topology,wan,DC-RTR-01,True,,DC Edge
enterprise_v3_0019::DC-FW-01,enterprise_v3_0019,train,DC-FW-01,firewall,wan_topology,wan,DC-FW-01,True,,DC Edge
enterprise_v3_0019::DC-FW-02,enterprise_v3_0019,train,DC-FW-02,firewall,datacenter_topology,datacenter,DC-FW-02,False,10.119.1.2,DC Edge
enterprise_v3_0019::DC-CORE-SW-01,enterprise_v3_0019,train,DC-CORE-SW-01,switch,datacenter_topology,datacenter,DC-CORE-SW-01,True,10.119.1.4,DC Core
enterprise_v3_0019::DC-CORE-SW-02,enterprise_v3_0019,train,DC-CORE-SW-02,switch,datacenter_topology,datacenter,DC-CORE-SW-02,False,10.119.1.5,DC Core
enterprise_v3_0019::DC-AGG-SW-01,enterprise_v3_0019,train,DC-AGG-SW-01,switch,datacenter_topology,datacenter,DC-AGG-SW-01,True,10.119.1.6,DC Aggregation
enterprise_v3_0019::DC-SRV-01,enterprise_v3_0019,train,DC-SRV-01,server,datacenter_topology,datacenter,DC-SRV-01,False,10.119.1.7,DC Compute
enterprise_v3_0019::DC-SRV-02,enterprise_v3_0019,train,DC-SRV-02,server,datacenter_topology,datacenter,DC-SRV-02,False,10.119.1.8,DC Compute
enterprise_v3_0019::DC-SRV-03,enterprise_v3_0019,train,DC-SRV-03,server,datacenter_topology,datacenter,DC-SRV-03,False,10.119.1.9,DC Compute
enterprise_v3_0019::APP-LB-01,enterprise_v3_0019,train,APP-LB-01,load_balancer,app_db_topology,app_db,APP-LB-01,False,10.219.1.2,App Ingress
enterprise_v3_0019::APP-01,enterprise_v3_0019,train,APP-01,server,app_db_topology,app_db,APP-01,False,10.219.1.3,App Tier
enterprise_v3_0019::APP-02,enterprise_v3_0019,train,APP-02,server,app_db_topology,app_db,APP-02,False,10.219.1.4,App Tier
enterprise_v3_0019::APP-03,enterprise_v3_0019,train,APP-03,server,app_db_topology,app_db,APP-03,False,10.219.1.5,App Tier
enterprise_v3_0019::SERVICE-API-01,enterprise_v3_0019,train,SERVICE-API-01,service,app_db_topology,app_db,SERVICE-API-01,False,10.219.1.6,App Tier
enterprise_v3_0019::DB-MASTER,enterprise_v3_0019,train,DB-MASTER,database,app_db_topology,app_db,DB-MASTER,False,10.219.1.7,DB Tier
enterprise_v3_0019::DB-CACHE-01,enterprise_v3_0019,train,DB-CACHE-01,server,app_db_topology,app_db,DB-CACHE-01,False,10.219.1.8,DB Tier
enterprise_v3_0019::DB-REPLICA-01,enterprise_v3_0019,train,DB-REPLICA-01,database,app_db_topology,app_db,DB-REPLICA-01,False,10.219.1.9,DB Tier
enterprise_v3_0019::DB-REPLICA-02,enterprise_v3_0019,train,DB-REPLICA-02,database,app_db_topology,app_db,DB-REPLICA-02,False,10.219.1.10,DB Tier
enterprise_v3_0020::BR-RTR-01,enterprise_v3_0020,train,BR-RTR-01,router,branch_topology,branch,BR-RTR-01,True,10.20.1.1,Branch Edge
enterprise_v3_0020::BR-FW-01,enterprise_v3_0020,train,BR-FW-01,firewall,branch_topology,branch,BR-FW-01,False,10.20.1.2,Branch Edge
enterprise_v3_0020::BR-SW-01,enterprise_v3_0020,train,BR-SW-01,switch,branch_topology,branch,BR-SW-01,False,10.20.1.3,Branch LAN
enterprise_v3_0020::BR-APP-01,enterprise_v3_0020,train,BR-APP-01,server,branch_topology,branch,BR-APP-01,True,10.20.1.4,Branch Apps
enterprise_v3_0020::BR-WRK-01,enterprise_v3_0020,train,BR-WRK-01,server,branch_topology,branch,BR-WRK-01,False,10.20.1.5,Branch LAN
enterprise_v3_0020::BR-WRK-02,enterprise_v3_0020,train,BR-WRK-02,server,branch_topology,branch,BR-WRK-02,False,10.20.1.6,Branch LAN
enterprise_v3_0020::BR-WRK-03,enterprise_v3_0020,train,BR-WRK-03,server,branch_topology,branch,BR-WRK-03,False,10.20.1.7,Branch LAN
enterprise_v3_0020::WAN-MPLS-CORE,enterprise_v3_0020,train,WAN-MPLS-CORE,cloud_or_wan,branch_topology,branch,WAN-MPLS-CORE,True,,WAN
enterprise_v3_0020::WAN-ISP-01,enterprise_v3_0020,train,WAN-ISP-01,cloud_or_wan,wan_topology,wan,WAN-ISP-01,False,172.16.20.1,Internet/ISP
enterprise_v3_0020::WAN-ISP-02,enterprise_v3_0020,train,WAN-ISP-02,cloud_or_wan,wan_topology,wan,WAN-ISP-02,False,172.16.20.2,Internet/ISP
enterprise_v3_0020::WAN-PE-01,enterprise_v3_0020,train,WAN-PE-01,router,wan_topology,wan,WAN-PE-01,False,172.16.20.4,WAN PE
enterprise_v3_0020::WAN-PE-02,enterprise_v3_0020,train,WAN-PE-02,router,wan_topology,wan,WAN-PE-02,False,172.16.20.5,WAN PE
enterprise_v3_0020::DC-RTR-01,enterprise_v3_0020,train,DC-RTR-01,router,wan_topology,wan,DC-RTR-01,True,,DC Edge
enterprise_v3_0020::DC-FW-01,enterprise_v3_0020,train,DC-FW-01,firewall,wan_topology,wan,DC-FW-01,True,,DC Edge
enterprise_v3_0020::DC-FW-02,enterprise_v3_0020,train,DC-FW-02,firewall,datacenter_topology,datacenter,DC-FW-02,False,10.120.1.2,DC Edge
enterprise_v3_0020::DC-CORE-SW-01,enterprise_v3_0020,train,DC-CORE-SW-01,switch,datacenter_topology,datacenter,DC-CORE-SW-01,True,10.120.1.4,DC Core
enterprise_v3_0020::DC-CORE-SW-02,enterprise_v3_0020,train,DC-CORE-SW-02,switch,datacenter_topology,datacenter,DC-CORE-SW-02,False,10.120.1.5,DC Core
enterprise_v3_0020::DC-AGG-SW-01,enterprise_v3_0020,train,DC-AGG-SW-01,switch,datacenter_topology,datacenter,DC-AGG-SW-01,True,10.120.1.6,DC Aggregation
enterprise_v3_0020::DC-SRV-01,enterprise_v3_0020,train,DC-SRV-01,server,datacenter_topology,datacenter,DC-SRV-01,False,10.120.1.7,DC Compute
enterprise_v3_0020::DC-SRV-02,enterprise_v3_0020,train,DC-SRV-02,server,datacenter_topology,datacenter,DC-SRV-02,False,10.120.1.8,DC Compute
enterprise_v3_0020::DC-SRV-03,enterprise_v3_0020,train,DC-SRV-03,server,datacenter_topology,datacenter,DC-SRV-03,False,10.120.1.9,DC Compute
enterprise_v3_0020::DC-SRV-04,enterprise_v3_0020,train,DC-SRV-04,server,datacenter_topology,datacenter,DC-SRV-04,False,10.120.1.10,DC Compute
enterprise_v3_0020::DC-SRV-05,enterprise_v3_0020,train,DC-SRV-05,server,datacenter_topology,datacenter,DC-SRV-05,False,10.120.1.11,DC Compute
enterprise_v3_0020::APP-LB-01,enterprise_v3_0020,train,APP-LB-01,load_balancer,app_db_topology,app_db,APP-LB-01,False,10.220.1.2,App Ingress
enterprise_v3_0020::APP-01,enterprise_v3_0020,train,APP-01,server,app_db_topology,app_db,APP-01,True,10.220.1.3,App Tier
enterprise_v3_0020::APP-02,enterprise_v3_0020,train,APP-02,server,app_db_topology,app_db,APP-02,False,10.220.1.4,App Tier
enterprise_v3_0020::SERVICE-API-01,enterprise_v3_0020,train,SERVICE-API-01,service,app_db_topology,app_db,SERVICE-API-01,False,10.220.1.5,App Tier
enterprise_v3_0020::DB-MASTER,enterprise_v3_0020,train,DB-MASTER,database,app_db_topology,app_db,DB-MASTER,False,10.220.1.6,DB Tier
