split,scenario_id,diagram_id,diagram_type,image_exists,width,height,object_count,connector_count,invalid_class_count,malformed_bbox_count,out_of_bounds_bbox_count,tiny_bbox_count,suspicious_large_bbox_count,very_large_bbox_count,suspicious_wide_bbox_count,suspicious_tall_bbox_count,missing_object_id_count,missing_label_text_count,malformed_connector_count,suspicious_long_connector_count,possible_cross_diagram_connector_count,max_bbox_area_ratio,max_connector_length_ratio,suspicious_score,annotation_path,image_path
train,enterprise_v3_0019,app_db_topology,app_db_topology,True,1400,900,11,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0019\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0019\diagrams\app_db_topology.png
train,enterprise_v3_0019,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0019\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0019\diagrams\datacenter_topology.png
train,enterprise_v3_0019,wan_topology,wan_topology,True,1400,900,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0019\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0019\diagrams\wan_topology.png
train,enterprise_v3_0020,app_db_topology,app_db_topology,True,1400,900,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.389352,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0020\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0020\diagrams\app_db_topology.png
train,enterprise_v3_0020,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0020\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0020\diagrams\branch_topology.png
train,enterprise_v3_0020,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0020\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0020\diagrams\datacenter_topology.png
train,enterprise_v3_0020,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0020\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0020\diagrams\shared_services_topology.png
train,enterprise_v3_0020,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0020\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0020\diagrams\wan_topology.png
train,enterprise_v3_0021,app_db_topology,app_db_topology,True,1400,900,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.26361,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0021\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0021\diagrams\app_db_topology.png
train,enterprise_v3_0021,datacenter_topology,datacenter_topology,True,1400,900,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0021\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0021\diagrams\datacenter_topology.png
train,enterprise_v3_0021,wan_topology,wan_topology,True,1400,900,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0021\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0021\diagrams\wan_topology.png
train,enterprise_v3_0022,app_db_topology,app_db_topology,True,1400,900,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.26361,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0022\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0022\diagrams\app_db_topology.png
train,enterprise_v3_0022,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0022\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0022\diagrams\branch_topology.png
train,enterprise_v3_0022,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0022\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0022\diagrams\datacenter_topology.png
train,enterprise_v3_0022,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0022\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0022\diagrams\wan_topology.png
train,enterprise_v3_0023,app_db_topology,app_db_topology,True,1400,900,13,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0023\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0023\diagrams\app_db_topology.png
train,enterprise_v3_0023,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0023\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0023\diagrams\branch_topology.png
train,enterprise_v3_0023,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0023\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0023\diagrams\datacenter_topology.png
train,enterprise_v3_0023,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0023\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0023\diagrams\shared_services_topology.png
train,enterprise_v3_0023,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0023\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0023\diagrams\wan_topology.png
train,enterprise_v3_0024,app_db_topology,app_db_topology,True,1400,900,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.389352,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0024\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0024\diagrams\app_db_topology.png
train,enterprise_v3_0024,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0024\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0024\diagrams\branch_topology.png
train,enterprise_v3_0024,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0024\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0024\diagrams\datacenter_topology.png
train,enterprise_v3_0024,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0024\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0024\diagrams\shared_services_topology.png
train,enterprise_v3_0024,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0024\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0024\diagrams\wan_topology.png
train,enterprise_v3_0025,app_db_topology,app_db_topology,True,1400,900,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.26361,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0025\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0025\diagrams\app_db_topology.png
train,enterprise_v3_0025,branch_topology,branch_topology,True,1400,900,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0025\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0025\diagrams\branch_topology.png
train,enterprise_v3_0025,datacenter_topology,datacenter_topology,True,1400,900,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0025\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0025\diagrams\datacenter_topology.png
train,enterprise_v3_0026,app_db_topology,app_db_topology,True,1400,900,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.26361,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0026\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0026\diagrams\app_db_topology.png
train,enterprise_v3_0026,datacenter_topology,datacenter_topology,True,1400,900,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0026\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0026\diagrams\datacenter_topology.png
train,enterprise_v3_0026,wan_topology,wan_topology,True,1400,900,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0026\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0026\diagrams\wan_topology.png
train,enterprise_v3_0027,app_db_topology,app_db_topology,True,1400,900,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.389352,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0027\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0027\diagrams\app_db_topology.png
train,enterprise_v3_0027,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0027\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0027\diagrams\branch_topology.png
train,enterprise_v3_0027,datacenter_topology,datacenter_topology,True,1400,900,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0027\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0027\diagrams\datacenter_topology.png
train,enterprise_v3_0027,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0027\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0027\diagrams\shared_services_topology.png
train,enterprise_v3_0027,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0027\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0027\diagrams\wan_topology.png
train,enterprise_v3_0028,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0028\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0028\diagrams\branch_topology.png
train,enterprise_v3_0028,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0028\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0028\diagrams\datacenter_topology.png
train,enterprise_v3_0028,shared_services_topology,shared_services_topology,True,1400,900,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.342133,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0028\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0028\diagrams\shared_services_topology.png
train,enterprise_v3_0028,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0028\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0028\diagrams\wan_topology.png
train,enterprise_v3_0029,app_db_topology,app_db_topology,True,1400,900,11,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0029\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0029\diagrams\app_db_topology.png
train,enterprise_v3_0029,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0029\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0029\diagrams\datacenter_topology.png
train,enterprise_v3_0029,wan_topology,wan_topology,True,1400,900,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0029\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0029\diagrams\wan_topology.png
train,enterprise_v3_0030,app_db_topology,app_db_topology,True,1400,900,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.389352,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0030\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0030\diagrams\app_db_topology.png
train,enterprise_v3_0030,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0030\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0030\diagrams\branch_topology.png
train,enterprise_v3_0030,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0030\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0030\diagrams\datacenter_topology.png
train,enterprise_v3_0030,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0030\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0030\diagrams\shared_services_topology.png
train,enterprise_v3_0031,app_db_topology,app_db_topology,True,1400,900,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.26361,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0031\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0031\diagrams\app_db_topology.png
train,enterprise_v3_0031,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0031\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0031\diagrams\datacenter_topology.png
train,enterprise_v3_0031,wan_topology,wan_topology,True,1400,900,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0031\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0031\diagrams\wan_topology.png
train,enterprise_v3_0032,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0032\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0032\diagrams\branch_topology.png
train,enterprise_v3_0032,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0032\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0032\diagrams\datacenter_topology.png
train,enterprise_v3_0032,shared_services_topology,shared_services_topology,True,1400,900,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.342133,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0032\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0032\diagrams\shared_services_topology.png
train,enterprise_v3_0032,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0032\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0032\diagrams\wan_topology.png
train,enterprise_v3_0033,app_db_topology,app_db_topology,True,1400,900,12,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0033\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0033\diagrams\app_db_topology.png
train,enterprise_v3_0033,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0033\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0033\diagrams\branch_topology.png
train,enterprise_v3_0033,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0033\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0033\diagrams\datacenter_topology.png
train,enterprise_v3_0033,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0033\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0033\diagrams\shared_services_topology.png
train,enterprise_v3_0033,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0033\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0033\diagrams\wan_topology.png
train,enterprise_v3_0034,app_db_topology,app_db_topology,True,1400,900,11,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0034\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0034\diagrams\app_db_topology.png
train,enterprise_v3_0034,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0034\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0034\diagrams\branch_topology.png
train,enterprise_v3_0034,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0034\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0034\diagrams\datacenter_topology.png
train,enterprise_v3_0034,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0034\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0034\diagrams\wan_topology.png
train,enterprise_v3_0035,app_db_topology,app_db_topology,True,1400,900,13,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0035\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0035\diagrams\app_db_topology.png
train,enterprise_v3_0035,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0035\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0035\diagrams\branch_topology.png
train,enterprise_v3_0035,datacenter_topology,datacenter_topology,True,1400,900,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.298387,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0035\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0035\diagrams\datacenter_topology.png
train,enterprise_v3_0035,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0035\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0035\diagrams\shared_services_topology.png
train,enterprise_v3_0035,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0035\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0035\diagrams\wan_topology.png
train,enterprise_v3_0036,app_db_topology,app_db_topology,True,1400,900,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.26361,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0036\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0036\diagrams\app_db_topology.png
train,enterprise_v3_0036,branch_topology,branch_topology,True,1400,900,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0036\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0036\diagrams\branch_topology.png
train,enterprise_v3_0036,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0036\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0036\diagrams\datacenter_topology.png
train,enterprise_v3_0037,app_db_topology,app_db_topology,True,1400,900,12,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00367,0.481245,4,datasets\infragraph_v3\scenarios\train\enterprise_v3_0037\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0037\diagrams\app_db_topology.png
train,enterprise_v3_0037,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0037\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0037\diagrams\branch_topology.png
train,enterprise_v3_0037,datacenter_topology,datacenter_topology,True,1400,900,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0037\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0037\diagrams\datacenter_topology.png
train,enterprise_v3_0037,shared_services_topology,shared_services_topology,True,1400,900,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.476188,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0037\annotations\shared_services_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0037\diagrams\shared_services_topology.png
train,enterprise_v3_0037,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0037\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0037\diagrams\wan_topology.png
train,enterprise_v3_0038,app_db_topology,app_db_topology,True,1400,900,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.26361,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0038\annotations\app_db_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0038\diagrams\app_db_topology.png
train,enterprise_v3_0038,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0038\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0038\diagrams\branch_topology.png
train,enterprise_v3_0038,datacenter_topology,datacenter_topology,True,1400,900,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0038\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0038\diagrams\datacenter_topology.png
train,enterprise_v3_0039,branch_topology,branch_topology,True,1400,900,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0039\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0039\diagrams\branch_topology.png
train,enterprise_v3_0039,datacenter_topology,datacenter_topology,True,1400,900,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0039\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0039\diagrams\datacenter_topology.png
train,enterprise_v3_0039,wan_topology,wan_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.30934,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0039\annotations\wan_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0039\diagrams\wan_topology.png
train,enterprise_v3_0040,branch_topology,branch_topology,True,1400,900,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00367,0.296956,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0040\annotations\branch_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0040\diagrams\branch_topology.png
train,enterprise_v3_0040,datacenter_topology,datacenter_topology,True,1400,900,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0.288585,0,datasets\infragraph_v3\scenarios\train\enterprise_v3_0040\annotations\datacenter_topology.json,datasets\infragraph_v3\scenarios\train\enterprise_v3_0040\diagrams\datacenter_topology.png
